Tempo (BPM),beatport_key/1.0,beatport_key/1.0_lowerci,beatport_key/1.0_upperci
66.0,-0.027308441240402215,-0.4199306408836827,0.3653137584028783
67.3030303030303,-0.13600236378426944,-0.38340590291791354,0.11140117534937463
68.60606060606061,-0.004661979798505134,-0.25049741490753263,0.2411734553105224
69.9090909090909,0.27472646716606797,0.024352718660025308,0.5251002156721106
71.21212121212122,0.6101767335586328,0.36844653947570033,0.8519069276415652
72.51515151515152,0.9097025758283601,0.668307603156852,1.1510975484998682
73.81818181818181,1.0814531177016586,0.8329728088338886,1.3299334265694287
75.12121212121212,1.0731448366778236,0.8328994516849388,1.3133902216707083
76.42424242424242,0.9268251480712719,0.7121978160318565,1.1414524801106873
77.72727272727272,0.6982987934448771,0.5141533877210981,0.8824441991686561
79.03030303030303,0.4433705143615088,0.27914891043679746,0.6075921182862202
80.33333333333333,0.2178450523840456,0.05818603692291402,0.3775040678451772
81.63636363636364,0.07692994408965936,-0.07952063582106739,0.2333805240003861
82.93939393939394,0.04458176330863517,-0.09582096390999595,0.1849844905272663
84.24242424242425,0.09878335932419913,-0.015036716004896478,0.21260343465329473
85.54545454545455,0.21383758217900994,0.1267988064690112,0.3008763578890087
86.84848484848484,0.3640472819157295,0.2902803859791892,0.4378141778522698
88.15151515151516,0.5237153085770203,0.4473586411871899,0.6000719759668508
89.45454545454545,0.6677960435261581,0.588481671191366,0.7471104158609502
90.75757575757575,0.7843459931747966,0.7080256841490051,0.860666302200588
92.06060606060606,0.8735558761980092,0.7977086444719708,0.9494031079240477
93.36363636363636,0.9360740025413157,0.8510210862162509,1.0211269188663805
94.66666666666666,0.9725486821502379,0.8726172438886789,1.0724801204117969
95.96969696969697,0.9836282249702972,0.8730462470181999,1.0942102029223946
97.27272727272728,0.9703576905364936,0.8610266507788245,1.0796887302941627
98.57575757575758,0.9377948655686258,0.8385721440353568,1.0370175871018947
99.87878787878788,0.8933275222228564,0.8027724401580653,0.9838826042876475
101.18181818181819,0.8443721327124561,0.7524534243386389,0.9362908410862734
102.48484848484848,0.7983451692506981,0.6967662921705199,0.8999240463308763
103.78787878787878,0.7626631040508529,0.6530356932005559,0.87229051490115
105.0909090909091,0.7434705074507956,0.6354515203453817,0.8514894945562095
106.39393939393939,0.7396506148742834,0.6403450364568603,0.8389561932917066
107.69696969696969,0.7475138397885297,0.6562472687407828,0.8387804108362766
109.0,0.7633675807822289,0.6730984159160255,0.8536367456484323
110.30303030303031,0.783519236444075,0.6881649900876008,0.8788734828005491
111.6060606060606,0.8042763604006662,0.7054529090642243,0.9030998117371081
112.9090909090909,0.8228500671881397,0.7289928405180384,0.916707293858241
114.21212121212122,0.8394829274964017,0.7577236196462526,0.9212422353465509
115.51515151515152,0.8550525472736751,0.7874886213287821,0.9226164732185681
116.81818181818181,0.8704365324681822,0.8131106552214797,0.9277624097148847
118.12121212121212,0.8865124890281461,0.8323830122809497,0.9406419657753424
119.42424242424242,0.9041532610965909,0.8505550834562262,0.9577514387369556
120.72727272727272,0.9235616919445331,0.873978547787982,0.9731448361010842
122.03030303030303,0.9435855936513157,0.9015772616665209,0.9855939256361105
123.33333333333333,0.962909314452217,0.9289841439565473,0.9968344849478866
124.63636363636363,0.9802172025825153,0.9511202478954135,1.0093141572696172
125.93939393939394,0.9941936062774894,0.96585612646533,1.0225310860896488
127.24242424242425,1.0035429597814414,0.9754855939133781,1.0316003256495045
128.54545454545456,1.0076988838820125,0.9803494714646747,1.0350482962993504
129.84848484848484,1.0070133926016016,0.9768551009812225,1.0371716842219807
131.15151515151516,1.0018970597556796,0.9644560749729459,1.0393380445384133
132.45454545454544,0.9927604591597174,0.9471300892069409,1.038390829112494
133.75757575757575,0.980014164629186,0.9293864151977183,1.0306419140606538
135.06060606060606,0.9641591524710497,0.9145709502354192,1.0137473547066802
136.36363636363637,0.9471141812663647,0.9030640300732574,0.991164332459472
137.66666666666666,0.9319237014202639,0.8928256561539907,0.9710217466865372
138.96969696969697,0.9216631713924615,0.8827377903163067,0.9605885524686162
140.27272727272725,0.9194080496426724,0.8768003206237619,0.9620157786615829
141.57575757575756,0.9282337946306116,0.8824799449979417,0.9739876442632815
142.87878787878788,0.9501166455091924,0.9035251125082511,0.9967081785101337
144.1818181818182,0.9779208787479099,0.9279119151582149,1.0279298423376049
145.4848484848485,1.0000053225423635,0.9406468607838112,1.0593637843009158
146.78787878787878,1.0046967841342909,0.933441872235091,1.0759516960334907
148.0909090909091,0.9803220707654299,0.8999315420474561,1.0607125994834037
149.39393939393938,0.915207989677519,0.8313042604812082,0.9991117188738299
150.6969696969697,0.8027958672400975,0.71672581569157,0.8888659187886251
152.0,0.6609421158837325,0.5621654917838708,0.7597187399835943
153.3030303030303,0.514780349571424,0.39142907081989925,0.6381316283229489
154.60606060606062,0.38944543092806794,0.23934038618496398,0.5395504756711719
155.9090909090909,0.3100722225785614,0.1413460515155399,0.47879839364158283
157.2121212121212,0.3017794491651219,0.12952946158472034,0.47402943674552345
158.5151515151515,0.37591408436583384,0.21262029449939132,0.5392078742322763
159.8181818181818,0.5049547705892539,0.34594809938099685,0.6639614417975108
161.12121212121212,0.6545719388034843,0.48345366001753504,0.8256902175894336
162.42424242424244,0.790436019976627,0.5973470959604537,0.9835249439928004
163.72727272727272,0.8782174450767838,0.6695815426734246,1.086853347480143
165.03030303030303,0.8839176537480641,0.6792529426560209,1.0885823648401072
166.33333333333331,0.8004106939873596,0.6145424730029837,0.9862789149717356
167.63636363636363,0.6668509228358589,0.48922480282309266,0.8444770428486251
168.93939393939394,0.526968561271848,0.3343251775206094,0.7196119450230866
170.24242424242425,0.4244938302736117,0.2103847104751371,0.6386029500720863
171.54545454545456,0.4031569508194352,0.1869657638019379,0.6193481378369325
172.84848484848484,0.5049339482011419,0.31909882119987015,0.6907690752024136
174.15151515151513,0.7252838265483912,0.5605297254868922,0.8900379276098902
175.45454545454544,1.0094380338122173,0.7792820647044465,1.2395940029199881
176.75757575757575,1.3001303447885086,0.9494204433488218,1.6508402462281955
178.06060606060606,1.5400945342731585,1.0697571969105966,2.01043187163572
