T (BPM),beatport_key/1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,1.0
18.0,1.0
19.0,1.0
20.0,1.0
21.0,1.0
22.0,1.0
23.0,1.0
24.0,1.0
25.0,1.0
26.0,1.0
27.0,1.0
28.0,1.0
29.0,1.0
30.0,1.0
31.0,1.0
32.0,1.0
33.0,1.0
34.0,1.0
35.0,1.0
36.0,1.0
37.0,1.0
38.0,1.0
39.0,1.0
40.0,1.0
41.0,1.0
42.0,1.0
43.0,1.0
44.0,1.0
45.0,1.0
46.0,1.0
47.0,1.0
48.0,1.0
49.0,1.0
50.0,1.0
51.0,1.0
52.0,1.0
53.0,1.0
54.0,1.0
55.0,1.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.3333333333333333
65.0,0.3333333333333333
66.0,0.3333333333333333
67.0,0.42857142857142855
68.0,0.42857142857142855
69.0,0.5
70.0,0.4
71.0,0.4
72.0,0.45454545454545453
73.0,0.45454545454545453
74.0,0.35714285714285715
75.0,0.3333333333333333
76.0,0.2916666666666667
77.0,0.25806451612903225
78.0,0.2777777777777778
79.0,0.3333333333333333
80.0,0.48
81.0,0.4897959183673469
82.0,0.5535714285714286
83.0,0.5423728813559322
84.0,0.5573770491803278
85.0,0.5846153846153846
86.0,0.5909090909090909
87.0,0.5909090909090909
88.0,0.6029411764705882
89.0,0.6086956521739131
90.0,0.6216216216216216
91.0,0.6486486486486487
92.0,0.6410256410256411
93.0,0.6363636363636364
94.0,0.65
95.0,0.6829268292682927
96.0,0.7051282051282052
97.0,0.7466666666666667
98.0,0.8260869565217391
99.0,0.8461538461538461
100.0,0.8688524590163934
101.0,0.8421052631578947
102.0,0.8448275862068966
103.0,0.8301886792452831
104.0,0.8653846153846154
105.0,0.8771929824561403
106.0,0.8135593220338984
107.0,0.8095238095238095
108.0,0.8181818181818182
109.0,0.7878787878787878
110.0,0.8484848484848485
111.0,0.84375
112.0,0.8584905660377359
113.0,0.8934426229508197
114.0,0.9103448275862069
115.0,0.9293478260869565
116.0,0.9461883408071748
117.0,0.9541984732824428
118.0,0.9673024523160763
119.0,0.9686684073107049
120.0,0.9737470167064439
121.0,0.9741176470588235
122.0,0.9742388758782201
123.0,0.9745958429561201
124.0,0.9752252252252253
125.0,0.975929978118162
126.0,0.9764453961456103
127.0,0.9849137931034483
128.0,0.9873417721518988
129.0,0.9873417721518988
130.0,0.9773156899810964
131.0,0.9778672032193159
132.0,0.9806576402321083
133.0,0.9784735812133072
134.0,0.9779559118236473
135.0,0.9776422764227642
136.0,0.975609756097561
137.0,0.9731051344743277
138.0,0.9705882352941176
139.0,0.9625468164794008
140.0,0.9583333333333334
141.0,0.9473684210526315
142.0,0.9459459459459459
143.0,0.9439252336448598
144.0,0.9375
145.0,0.9333333333333333
146.0,0.9226519337016574
147.0,0.9146341463414634
148.0,0.901840490797546
149.0,0.8918918918918919
150.0,0.8904109589041096
151.0,0.9090909090909091
152.0,0.9069767441860465
153.0,0.873015873015873
154.0,0.864406779661017
155.0,0.8490566037735849
156.0,0.7837837837837838
157.0,0.7777777777777778
158.0,0.7647058823529411
159.0,0.7419354838709677
160.0,0.696969696969697
161.0,0.5
162.0,0.5294117647058824
163.0,0.5
164.0,0.5294117647058824
165.0,0.65
166.0,0.65
167.0,0.6842105263157895
168.0,0.6842105263157895
169.0,0.7333333333333333
170.0,0.7333333333333333
171.0,0.7142857142857143
172.0,0.7142857142857143
173.0,0.7142857142857143
174.0,0.7142857142857143
175.0,0.75
176.0,0.7
177.0,0.7
178.0,0.6363636363636364
179.0,0.6363636363636364
180.0,0.6
181.0,0.7142857142857143
182.0,0.7142857142857143
183.0,0.7142857142857143
184.0,0.7142857142857143
185.0,0.6666666666666666
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,1.0
207.0,1.0
208.0,1.0
209.0,1.0
210.0,1.0
211.0,1.0
212.0,1.0
213.0,1.0
214.0,1.0
215.0,1.0
216.0,1.0
217.0,1.0
218.0,1.0
219.0,1.0
220.0,1.0
221.0,1.0
222.0,1.0
223.0,1.0
224.0,1.0
225.0,1.0
226.0,1.0
227.0,1.0
228.0,1.0
229.0,1.0
230.0,1.0
231.0,1.0
232.0,1.0
233.0,1.0
234.0,1.0
235.0,1.0
236.0,1.0
237.0,1.0
238.0,1.0
239.0,1.0
240.0,1.0
241.0,1.0
242.0,1.0
243.0,1.0
244.0,1.0
245.0,1.0
246.0,1.0
247.0,1.0
248.0,1.0
249.0,1.0
250.0,1.0
251.0,1.0
252.0,1.0
253.0,1.0
254.0,1.0
255.0,1.0
256.0,1.0
257.0,1.0
258.0,1.0
259.0,1.0
260.0,1.0
261.0,1.0
262.0,1.0
263.0,1.0
264.0,1.0
265.0,1.0
266.0,1.0
267.0,1.0
268.0,1.0
269.0,1.0
270.0,1.0
271.0,1.0
272.0,1.0
273.0,1.0
274.0,1.0
275.0,1.0
276.0,1.0
277.0,1.0
278.0,1.0
279.0,1.0
280.0,1.0
281.0,1.0
