Estimator,beatport_key/1.0
0,0.0
1,0.579782261615476
2,-0.010341944221458989
3,-0.011495638837829386
4,0.0
5,0.0
6,-0.01393919095787373
7,-0.0213736507925669
8,-0.012072832300574972
9,-0.01630181232910054
10,-0.010806754956582863
11,-0.010492373817642385
12,-0.01105518850899579
13,0.0
14,0.0
15,-0.011315313227834146
16,-0.016678741146630344
17,0.0
18,-0.011140557605200349
19,-0.013056152825446388
20,-0.011587974275211846
21,0.0
22,0.0
23,0.0
24,-0.010341944221458989
25,-0.011404763272249362
26,-0.008823850387006149
27,0.0
28,-0.01105518850899579
29,0.0
30,0.0
31,-0.013805799525030428
32,0.0
33,-0.011315313227834146
34,-0.012490944183196845
35,0.0
36,-0.009984088572622125
37,-0.010888316142736243
38,0.0
39,0.0
40,-0.011587974275211846
41,-0.011681805047635323
42,0.0
43,0.0
44,-0.015767315858316675
45,-0.010492373817642385
46,-0.009984088572622125
47,-0.010195767105888494
48,-0.01105518850899579
49,0.0
50,-0.010341944221458989
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,-0.010195767105888494
59,-0.5893676798411572
60,-0.012072832300574972
61,0.0
62,-0.011777167776353662
63,-0.5940076403241632
64,0.0
65,0.0
66,0.0
67,0.9833212588533696
68,-0.011315313227834146
69,-0.011404763272249362
70,-0.011681805047635323
71,0.0
72,0.0
73,0.0
74,0.0
75,-0.011404763272249362
76,-0.011140557605200349
77,-0.016678741146630344
78,0.0
79,0.0
80,-0.01648812278856894
81,-0.010569241710187294
82,-0.0099154688650828
83,-0.011315313227834146
84,-0.014646775964401339
85,-0.011495638837829386
86,0.0
87,0.0
88,-1.0227200765000835
89,-0.011777167776353662
90,-0.009984088572622125
91,-0.01064724419950848
92,-0.011681805047635323
93,0.0
94,-0.01064724419950848
95,-0.015767315858316675
96,-0.010195767105888494
97,-0.010569241710187294
98,-0.011587974275211846
99,0.0
100,0.0
101,-0.011140557605200349
102,0.0
103,-1.007417471562483
104,0.0
105,-0.01837852931485452
106,-0.01064724419950848
107,-0.01097111782100315
108,0.0
109,0.0
110,-0.011140557605200349
111,0.0
112,0.0
113,0.0
114,-0.011404763272249362
115,-0.011404763272249362
116,0.0
117,0.0
118,-0.011140557605200349
119,0.9740047914670554
120,-0.41908433234154574
121,0.0
122,-0.011587974275211846
123,0.0
124,0.0
125,0.0
126,0.0
127,-0.011495638837829386
128,0.0
129,-0.011681805047635323
130,-0.009715154833211776
131,0.40053792958372886
132,-0.02494635713023084
133,-0.01122725542325414
134,-0.011315313227834146
135,-0.010341944221458989
136,-0.011140557605200349
137,-0.010341944221458989
138,0.0
139,-0.012383724455832358
140,-0.010053664663922912
141,0.0
142,0.0
143,-0.011587974275211846
144,-0.011140557605200349
145,0.0
146,0.0
147,-0.010053664663922912
148,0.0
149,-0.019365324866931058
150,0.0
151,-0.011140557605200349
152,0.0
153,-0.009650170033719367
154,0.0
155,-0.011315313227834146
156,0.30863127227390447
157,0.0
158,0.0
159,0.0
160,0.0
161,-0.011404763272249362
162,0.0
163,0.0
164,-0.011140557605200349
165,-0.010806754956582863
166,0.0
167,-0.017073513358941406
168,0.0
169,-0.01097111782100315
170,-0.010124217273707334
171,0.0
172,-0.011681805047635323
