T (BPM),beatport_key/1.0
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.0
37.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,0.0
44.0,0.0
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0012919896640826874
59.0,0.0012919896640826874
60.0,0.002583979328165375
61.0,0.002583979328165375
62.0,0.00516795865633075
63.0,0.00516795865633075
64.0,0.00516795865633075
65.0,0.006459948320413436
66.0,0.006459948320413436
67.0,0.007751937984496124
68.0,0.0103359173126615
69.0,0.00904392764857881
70.0,0.00904392764857881
71.0,0.007751937984496124
72.0,0.007751937984496124
73.0,0.006459948320413436
74.0,0.007751937984496124
75.0,0.00904392764857881
76.0,0.007751937984496124
77.0,0.00904392764857881
78.0,0.007751937984496124
79.0,0.0103359173126615
80.0,0.011627906976744186
81.0,0.02454780361757106
82.0,0.037467700258397935
83.0,0.04263565891472868
84.0,0.05555555555555555
85.0,0.05813953488372093
86.0,0.06201550387596899
87.0,0.06718346253229975
88.0,0.06718346253229975
89.0,0.0710594315245478
90.0,0.0710594315245478
91.0,0.0710594315245478
92.0,0.06201550387596899
93.0,0.05167958656330749
94.0,0.05167958656330749
95.0,0.040051679586563305
96.0,0.037467700258397935
97.0,0.03488372093023256
98.0,0.03229974160206718
99.0,0.037467700258397935
100.0,0.03617571059431524
101.0,0.03229974160206718
102.0,0.03359173126614987
103.0,0.03229974160206718
104.0,0.031007751937984496
105.0,0.03359173126614987
106.0,0.03359173126614987
107.0,0.03617571059431524
108.0,0.03488372093023256
109.0,0.037467700258397935
110.0,0.041343669250646
111.0,0.04263565891472868
112.0,0.04780361757105943
113.0,0.04909560723514212
114.0,0.06589147286821706
115.0,0.0917312661498708
116.0,0.08656330749354005
117.0,0.11369509043927649
118.0,0.14857881136950904
119.0,0.1821705426356589
120.0,0.22609819121447028
121.0,0.27648578811369506
122.0,0.33462532299741604
123.0,0.43410852713178294
124.0,0.4806201550387597
125.0,0.47674418604651164
126.0,0.4573643410852713
127.0,0.46511627906976744
128.0,0.45348837209302323
129.0,0.42764857881136953
130.0,0.42248062015503873
131.0,0.38113695090439276
132.0,0.33462532299741604
133.0,0.28294573643410853
134.0,0.2248062015503876
135.0,0.20930232558139536
136.0,0.2041343669250646
137.0,0.21834625322997417
138.0,0.21963824289405684
139.0,0.21963824289405684
140.0,0.21059431524547803
141.0,0.1834625322997416
142.0,0.18087855297157623
143.0,0.17054263565891473
144.0,0.16279069767441862
145.0,0.13049095607235142
146.0,0.09560723514211886
147.0,0.09043927648578812
148.0,0.0710594315245478
149.0,0.059431524547803614
150.0,0.04263565891472868
151.0,0.04392764857881137
152.0,0.041343669250646
153.0,0.03617571059431524
154.0,0.03229974160206718
155.0,0.029715762273901807
156.0,0.015503875968992248
157.0,0.015503875968992248
158.0,0.011627906976744186
159.0,0.011627906976744186
160.0,0.014211886304909561
161.0,0.016795865633074936
162.0,0.011627906976744186
163.0,0.011627906976744186
164.0,0.011627906976744186
165.0,0.011627906976744186
