Estimator,beatport_key/1.0
295,0.009984088572622125
296,0.0
297,0.0
298,0.01064724419950848
299,0.0
300,0.0
301,0.011587974275211826
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.007417471562482984
310,0.0
311,0.0
312,0.0
313,0.0
314,0.010806754956582912
315,0.02236781302845443
316,0.0
317,0.0
318,0.010053664663923084
319,0.0
320,0.011227255423254121
321,0.0
322,0.0
323,0.0
324,0.0
325,0.12755004972051084
326,0.0
327,0.0
328,0.011495638837829386
329,0.011495638837829386
330,0.0
331,0.011495638837829386
332,0.011495638837829386
333,0.0
334,0.009650170033719452
335,0.011587974275211826
336,0.3584539709124763
337,0.4556794837761897
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.011681805047635323
347,0.47804729680464425
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.009586048829197932
354,0.0
355,0.009586048829197932
356,0.010124217273707341
357,0.0
358,0.009586048829197932
359,0.0
360,0.0
361,0.29790486568084606
362,0.009984088572622125
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.011495638837829386
372,0.017073513358941406
373,0.0
374,0.0
375,0.0
376,0.0
377,0.015430040569605969
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.011495638837829386
388,0.0
389,0.010726406593058475
390,0.01122725542325414
391,0.0
392,0.0
393,0.011495638837829386
394,0.0
395,0.0
396,0.011495638837829386
397,0.01342051576232144
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.011495638837829386
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.011495638837829386
423,0.0
424,0.02326977932284719
425,0.0
426,0.0
427,0.009984088572622125
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.009586048829197932
435,0.0
436,0.0
437,0.0
438,0.009586048829197932
439,0.011495638837829386
440,0.0
441,0.0
442,0.011495638837829386
443,0.0
444,0.0
445,0.0
446,0.011777167776353662
447,0.0
448,0.0
449,0.009522774118506537
450,0.013674936897076495
451,0.0
452,0.43171624042547413
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.011495638837829386
460,0.0
461,0.013674936897076495
462,0.0
463,0.0
464,0.0
465,0.010806754956582863
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.010726406593058475
473,0.0
474,0.01056924171018727
475,0.0
476,0.0
477,0.012072832300574972
478,0.011315313227834127
479,0.0
480,0.014646775964401261
481,0.0
482,0.3379964635150159
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.011495638837829386
492,0.4340206026464166
493,0.009586048829197932
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.011495638837829386
503,0.0
504,0.0
505,0.0
506,0.0
507,0.017073513358941406
508,0.0
509,0.18057224564182092
510,0.18947779886371283
511,0.0
512,0.0
513,0.0
514,0.4029646669782688
515,0.010053664663923084
516,0.0
517,0.009984088572622125
518,0.0
519,0.0
520,0.01122725542325414
521,0.020037753236545094
522,0.0
523,0.0
524,0.0
525,0.011495638837829386
526,0.011495638837829386
527,0.00831526821200374
528,0.011495638837829386
529,0.0
530,0.0
531,0.009915468865082782
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.4098757941630649
540,0.0
541,0.011495638837829386
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.04692104738749238
549,0.0
550,0.0
551,0.01282404035758362
552,0.0
553,0.016678741146630344
554,0.033947331923337716
555,0.0
556,0.0
557,0.07240849552805007
558,0.01064724419950848
559,0.42057568282027386
560,0.012383724455832348
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.017073513358941406
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.01814734671025936
581,0.0
582,0.0
583,0.0
584,0.009586048829197932
585,0.0
586,0.0
587,0.0
588,0.0
589,0.011495638837829386
590,0.0
591,0.3625700793847084
592,0.0
593,0.0
594,0.0
595,0.0
596,0.01122725542325414
597,0.0
598,0.0
599,0.0
600,0.009586048829197932
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.010416615945338312
615,0.012711051749553988
616,0.0
617,0.4093909361377018
618,0.0
619,0.0
620,0.009847785956347178
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.42057568282027386
628,0.0
629,0.0
630,0.03005723385617993
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.010806754956582912
639,0.0
640,0.0
641,0.00826761598360044
642,0.017073513358941406
643,0.011495638837829386
644,0.0
645,0.008037319065418259
646,0.0
647,0.0
648,0.0
649,0.16438681790088228
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.016678741146630344
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.011681805047635323
663,0.010195767105888364
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.00971515483321185
677,0.0
678,0.0
679,0.011495638837829386
680,0.0
681,0.0
682,0.017921907997262315
683,0.0
684,0.011495638837829386
685,0.0
686,0.398549376490275
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.011315313227834146
700,0.0
701,0.00971515483321185
702,0.0
703,0.010806754956582912
704,0.0
705,0.009915468865082782
706,0.02647221136119107
707,0.0
708,0.0
709,0.0
710,0.016119665363276994
711,0.0
712,0.014355292977070055
713,0.0
714,0.0
715,0.0
716,0.0
717,0.011495638837829386
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.011681805047635323
724,0.0
725,0.0
726,0.0
727,0.0
728,0.008220506804968527
729,0.0
730,0.012278329778436691
731,0.0
732,0.0
733,0.0
734,0.010341944221458989
735,0.0
736,0.0
737,0.01064724419950848
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.009586048829197932
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.009586048829197932
758,0.0
759,0.0
760,0.0
761,0.03421571533791296
762,0.009586048829197932
763,0.0
764,0.0
765,0.024247546246677208
766,0.009984088572622125
767,0.0
768,0.011495638837829386
769,0.02236781302845443
770,0.010888316142736153
771,0.16438681790088228
772,0.0
773,0.0
